#OTU_ID	KEGG_Description	KEGG_Pathways
K18544	streptogrisin A [EC:3.4.21.80] (sprA)	None
K18545	streptogrisin B [EC:3.4.21.81] (sprB)	None
K18546	streptogrisin C [EC:3.4.21.-] (sprC)	None
K18547	streptogrisin D [EC:3.4.21.-] (sprD)	None
K18548	glutamyl endopeptidase II [EC:3.4.21.82] (sprE)	None
K18549	oryzin [EC:3.4.21.63] (ALP1)	None
K18550	IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.-] (ISN1)	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism
K18551	pyrimidine and pyridine-specific 5'-nucleotidase [EC:3.1.3.-] (SDT1)	Metabolism;Metabolism of cofactors and vitamins;Nicotinate and nicotinamide metabolism
K18552	MFS transporter, DHA1 family, florfenicol/chloramphenicol resistance protein (cmlA, cmlB, floR)	None
K18553	MFS transporter, DHA1 family, chloramphenicol resistance protein (cmlR, cmx)	None
K18554	chloramphenicol 3-O phosphotransferase [EC:2.7.1.-] (cpt)	None
K18555	fluoroquinolone resistance protein (qnr, mcbG)	None
K18556	NADH-dependent fumarate reductase subunit A [EC:1.3.1.6] (frdA)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18557	NADH-dependent fumarate reductase subunit B [EC:1.3.1.6] (frdB)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18558	NADH-dependent fumarate reductase subunit C (frdC)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18559	NADH-dependent fumarate reductase subunit D (frdD)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18560	NADH-dependent fumarate reductase subunit E (frdE)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18561	FAD-dependent fumarate reductase [EC:1.3.8.-] (FRD)	None
K18562	2-oxoglutarate-dependent dioxygenase [EC:1.14.20.-] (thnQ, cmmQ)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18563	methyltransferase [EC:2.1.1.-] (thnL)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18564	methyltransferase [EC:2.1.1.-] (thnP)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18565	2-oxoglutarate-dependent dioxygenase [EC:1.14.20.-] (thnG, cmmG)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18566	N-acetyltransferase [EC:2.3.1.-] (thnF, cmmF)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18567	MFS transporter, DHA1 family, purine base/nucleoside efflux pump (pbuE)	None
K18568	CoA pyrophosphatase [EC:3.6.1.-] (thnR)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18569	hydrolase [EC:3.1.3.-] (thnH)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18570	putative hydratase (cmm17)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18571	putative sulfotransferase [EC:2.8.2.-] (cmmSu)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18572	putative pantetheine hydrolase [EC:3.5.1.-] (cmmT, thnT)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18573	intermediate cleaving peptidase 55 [EC:3.4.11.26] (ICP55)	None
K18574	Xaa-Xaa-Pro tripeptidyl-peptidase [EC:3.4.14.12] (ptpA)	None
K18575	alkenylglycerophosphocholine/alkenylglycerophosphoethanolamine hydrolase [EC:3.3.2.2 3.3.2.5] (TMEM86B)	Metabolism;Lipid metabolism;Ether lipid metabolism
K18576	xyloglucan-specific endo-beta-1,4-glucanase [EC:3.2.1.151] (XEG)	None
K18577	mannosylglycoprotein endo-beta-mannosidase [EC:3.2.1.152] (EBM)	None
K18578	xyloglucan-specific exo-beta-1,4-glucanase [EC:3.2.1.155] (CEL74A)	None
K18579	galactan endo-1,6-beta-galactosidase [EC:3.2.1.164] (6GAL)	None
K18580	rhamnogalacturonan hydrolase [EC:3.2.1.171] (RHGA)	None
K18581	unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180] (ugl)	None
K18582	carbapenam-3-carboxylate synthase [EC:6.3.3.6] (thnM)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18583	carboxymethylproline synthase [EC:2.3.1.226] (thnE)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18584	actin-related protein 3 (ACTR3, ARP3)	None
K18585	intermediate filament protein if (IF)	None
K18586	ubiquinone biosynthesis protein COQ4 (COQ4)	None
K18587	ubiquinone biosynthesis protein COQ9 (COQ9)	None
K18588	coenzyme Q-binding protein COQ10 (COQ10)	None
K18589	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3] (dfrA1, dhfr)	Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis|Metabolism;Metabolism of cofactors and vitamins;One carbon pool by folate
K18590	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3] (dfrA12, dhfr)	Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis|Metabolism;Metabolism of cofactors and vitamins;One carbon pool by folate
K18591	dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3] (dfrD, dhfr)	Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis|Metabolism;Metabolism of cofactors and vitamins;One carbon pool by folate
K18592	gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase [EC:2.3.2.2 3.4.19.13 3.4.19.14] (GGT1_5)	Metabolism;Lipid metabolism;Arachidonic acid metabolism|Metabolism;Metabolism of other amino acids;Taurine and hypotaurine metabolism|Metabolism;Metabolism of other amino acids;Cyanoamino acid metabolism|Metabolism;Metabolism of other amino acids;Glutathione metabolism
K18593	4-hydroxybutyryl-CoA synthetase (ADP-forming) [EC:6.2.1.-] (K18593)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18594	3-hydroxypropionyl-CoA synthetase (ADP-forming) [EC:6.2.1.-] (K18594)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18595	echinoderm microtubule-associated protein-like 1/2 (EML1_2)	None
K18596	echinoderm microtubule-associated protein-like 3 (EML3)	None
K18597	echinoderm microtubule-associated protein-like 5 (EML5)	None
K18598	echinoderm microtubule-associated protein-like 6 (EML6)	None
K18599	nuclear migration protein JNM1 (JNM1)	None
K18600	potein LDB18 (LDB18)	None
K18601	aldehyde dehydrogenase [EC:1.2.1.-] (K18601)	None
K18602	malonic semialdehyde reductase [EC:1.1.1.-] (K18602)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18603	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] (K18603)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18604	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] (K18604)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18605	biotin carboxyl carrier protein (K18605)	Metabolism;Energy metabolism;Carbon fixation pathways in prokaryotes
K18606	hydroxyphenylpyruvate reductase [EC:1.1.1.237] (HPPR)	Metabolism;Amino acid metabolism;Tyrosine metabolism|Metabolism;Amino acid metabolism;Phenylalanine metabolism|Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis|Metabolism;Biosynthesis of other secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis
K18607	pyridoxine 4-oxidase [EC:1.1.3.12] (pno)	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K18608	pyridoxamine---pyruvate transaminase [EC:2.6.1.30] (ppaT)	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K18609	pyridoxal 4-dehydrogenase [EC:1.1.1.107] (pldh)	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K18610	4-pyridoxolactonase [EC:3.1.1.27] (pdla)	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K18611	4-pyridoxate dehydrogenase [EC:1.1.1.-] (K18611)	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K18612	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylate dehydrogenase [EC:1.2.1.-] (K18612)	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K18613	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:4.1.1.51] (K18613)	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K18614	2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29] (K18614)	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K18615	CapZ-interacting protein (RCSD1, CAPZIP)	None
K18616	actin filament associated protein 1 (AFAP1)	None
K18617	allograft inflammatory factor 1 (AIF1)	None
K18618	growth arrest-specific protein 7 (GAS7)	None
K18619	coronin-7 (CORO7)	None
K18620	cortexillin 1/2 (CTXA_B)	None
K18621	actin-binding protein anillin (ANLN)	None
K18622	adducin (ADD)	None
K18623	protein cordon-bleu (COBL)	None
K18624	macrophage erythroblast attacher (MAEA, EMP)	None
K18625	protein Shroom (SHROOM)	Cellular processes;Cellular community;Tight junction
K18626	trichohyalin (TCHH)	None
K18627	kinesin family member 25 (KIF25)	None
K18628	tektin-1 (TEKT1)	None
K18629	tektin-2 (TEKT2)	None
K18630	tektin-3 (TEKT3)	None
K18631	tektin-4 (TEKT4)	None
K18632	tektin-5 (TEKT5)	None
K18633	mitotic-spindle organizing protein 1 (MZT1, GIP1, GIP2)	None
K18634	spermatid-specific manchette-related protein 1 (SMRP1)	None
K18635	protein SPIRAL1 and related proteins (SPR1)	None
K18636	microtubule-binding protein TANGLED1 (TAN1)	None
K18637	axial budding pattern protein 2 (AXL2)	None
K18638	protein BNI4 (BNI4)	None
K18639	serine/threonine-protein kinase KCC4 [EC:2.7.11.1] (KCC4)	Cellular processes;Cell growth and death;Cell cycle - yeast
K18640	plasmid segregation protein ParM (parM)	None
K18641	crenactin (K18641)	None
K18642	crescentin (creS)	None
K18643	katanin p80 WD40 repeat-containing subunit B1 (KATNB1)	None
K18644	eukaryotic translation initiation factor 4E binding protein 2 (EIF4EBP2)	Genetic information processing;Translation;RNA transport
K18645	eukaryotic translation initiation factor 4E binding protein 3 (EIF4EBP3)	Genetic information processing;Translation;RNA transport
K18646	acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D (ANP32A_C_D)	None
K18647	acidic leucine-rich nuclear phosphoprotein 32 family member B (ANP32B)	None
K18648	acidic leucine-rich nuclear phosphoprotein 32 family member E (ANP32E)	None
K18649	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15] (IMPL2)	Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism|Metabolism;Carbohydrate metabolism;Inositol phosphate metabolism|Metabolism;Amino acid metabolism;Histidine metabolism|Environmental information processing;Signal transduction;Phosphatidylinositol signaling system
K18650	exo-poly-alpha-galacturonosidase [EC:3.2.1.82] (pehX)	None
K18651	oligoxyloglucan reducing-end-specific cellobiohydrolase [EC:3.2.1.150] (XGCA)	None
K18652	glucose-6-phosphate 3-dehydrogenase [EC:1.1.1.361] (ntdC)	None
K18653	3-dehydro-glucose-6-phosphate---glutamate transaminase [EC:2.6.1.104] (ntdA)	None
K18654	kanosamine-6-phosphate phosphatase [EC:3.1.3.92] (ntdB)	None
K18655	ATP-dependent RNA helicase DDX19/DBP5 [EC:3.6.4.13] (DDX19, DBP5)	None
K18656	ATP-dependent RNA helicase DDX25 [EC:3.6.4.13] (DDX25, GRTH)	None
K18657	cell division protein ZapC (zapC)	None
K18658	transcriptional regulatory protein ASH1 (ASH1)	None
K18659	homeotic protein bicoid (BCD)	None
K18660	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-] (ACSF3)	Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K18661	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-] (matB)	Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K18662	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-] (matB)	Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation
K18663	activating signal cointegrator complex subunit 3 [EC:3.6.4.12] (ASCC3)	None
K18664	antiviral helicase SLH1 [EC:3.6.4.13] (SLH1)	None
K18665	nudix motif 8 [EC:3.6.1.-] (NUDT8)	None
K18666	activating signal cointegrator complex subunit 1 (ASCC1)	None
K18667	activating signal cointegrator complex subunit 2 (ASCC2)	None
K18668	ribonuclease ZC3H12 [EC:3.1.-.-] (ZC3H12, MCPIP)	None
K18669	dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1] (DYRK2_3_4)	Cellular processes;Cell growth and death;Cell cycle - yeast
K18670	dual specificity protein kinase YAK1 [EC:2.7.12.1] (YAK1)	None
K18671	histone deacetylase 10 [EC:3.5.1.98] (HDAC10)	Human diseases;Cancers_overview;Viral carcinogenesis|Human diseases;Substance dependence;Alcoholism
K18672	diadenylate cyclase [EC:2.7.7.85] (dacA)	None
K18673	beta-glucoside kinase [EC:2.7.1.85] (bglK)	None
K18674	N-acetylgalactosamine kinase [EC:2.7.1.157] (GALK2)	None
K18675	N,N'-diacetylchitobiose phosphorylase [EC:2.4.1.280] (chbP)	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K18676	glucosamine kinase [EC:2.7.1.8] (gspK)	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K18677	galacturonokinase [EC:2.7.1.44] (GALAK)	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K18678	phytol kinase [EC:2.7.1.182] (VTE5)	None
K18679	mitosis inducer protein kinase Cdr2 [EC:2.7.11.1] (CDR2)	Cellular processes;Cell growth and death;Cell cycle - yeast
K18680	mitosis inducer protein kinase Cdr1 [EC:2.7.11.1] (CDR1)	Cellular processes;Cell growth and death;Cell cycle - yeast
K18681	DIS3-like exonuclease 1 [EC:3.1.13.-] (DIS3L)	Genetic information processing;Folding, sorting and degradation;RNA degradation
K18682	ribonucrease Y [EC:3.1.-.-] (rny)	Genetic information processing;Folding, sorting and degradation;RNA degradation
K18683	rusticyanin (rus)	None
K18684	hydroperoxy icosatetraenoate dehydratase/isomerase [EC:4.2.1.152 5.4.4.7] (ALOXE3)	None
K18685	ophiobolin F synthase [EC:4.2.3.145] (ACOS)	None
K18689	mevalonate-3-kinase [EC:2.7.1.185] (K18689)	Metabolism;Metabolism of terpenoids and polyketides;Terpenoid backbone biosynthesis
K18690	mevalonate-3-phosphate-5-kinase [EC:2.7.1.186] (K18690)	Metabolism;Metabolism of terpenoids and polyketides;Terpenoid backbone biosynthesis
K18691	membrane-bound lytic murein transglycosylase F (mltF)	None
K18692	ATP-dependent RNA helicase CshB [EC:3.6.4.13] (cshB)	None
K18693	diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4] (DPP1)	Metabolism;Lipid metabolism;Glycerolipid metabolism|Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K18694	phosphatidylglycerol phospholipase C [EC:3.1.4.-] (PGC1)	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K18695	glycerophosphocholine phosphodiesterase GPCPD1 [EC:3.1.4.2] (GPCPD1)	Metabolism;Lipid metabolism;Glycerophospholipid metabolism|Human diseases;Cancers_overview;Choline metabolism in cancer
K18696	glycerophosphodiester phosphodiesterase [EC:3.1.4.46] (GDE1)	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K18697	phosphatidylglycerophosphatase C [EC:3.1.3.27] (pgpC)	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K18698	beta-lactamase class A TEM [EC:3.5.2.6] (blaTEM)	Human diseases;Drug resistance;beta-Lactam resistance
K18699	beta-lactamase class A SHV [EC:3.5.2.6] (blaSHV)	Human diseases;Drug resistance;beta-Lactam resistance
K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29] (flK)	None
K18701	arsenate-mycothiol transferase [EC:2.8.4.2] (arsC)	None
K18702	CoA:oxalate CoA-transferase [EC:2.8.3.19] (uctC)	None
K18703	succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13] (SUGCT)	None
K18704	CDP-ribitol ribitolphosphotransferase [EC:2.7.8.14] (tarL)	None
K18705	beta-1,3-N-acetylglucosaminyltransferase 9 [EC:2.4.1.-] (B3GNT9)	None
K18706	3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase [EC:2.7.8.32] (XPT1)	None
K18707	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5] (mtaB)	None
K18708	RNMT-activating mini protein (FAM103A1)	None
K18709	speckle targeted PIP5K1A-regulated poly(A) polymerase [EC:2.7.7.19 2.7.7.52] (TUT1)	None
K18710	histone RNA hairpin-binding protein (SLBP)	None
K18711	ATP-dependent RNA helicase DHX40 [EC:3.6.4.13] (DHX40, DDX40)	None
K18712	THO complex subunit HPR1 (HPR1)	None
K18713	THO complex subunit THP2 (THP2)	None
K18714	THO complex subunit MFT1 (MFT1)	None
K18715	nucleoporin NUP159 (NUP159)	None
K18716	nucleoporin NUP42 (NUP42, RIP1)	None
K18717	nucleoporin ASM4 (ASM4, NUP59)	None
K18718	nucleoporin NUP60 (NUP60)	None
K18719	nucleoporin NUP82 (NUP82)	None
K18720	nucleoporin NUP145 (NUP145)	None
K18721	nucleoporin NUP1 (NUP1)	None
K18722	nucleoporin NUP2 (NUP2)	None
K18723	nucleoporin GLE1 (GLE1)	None
K18724	nucleoporin POM34 (POM34)	None
K18725	nucleoporin POM152 (POM152)	None
K18726	FAS-associated factor 2 (FAF2, UBXD8)	None
K18727	transportin-2 (TNPO2)	None
K18728	eukaryotic translation initiation factor 4E transporter (EIF4ENIF1)	None
K18729	protein angel (ANGEL)	None
K18730	PERQ amino acid-rich with GYF domain-containing protein (GIGYF)	None
K18731	mRNA transport factor GFD1 (GFD1)	None
K18732	SAP domain-containing ribonucleoprotein (SARNP, CIP29, THO1)	None
K18733	la-related protein 6 (LARP6)	None
K18734	protein SMG8 (SMG8)	None
K18735	protein SMG9 (SMG9)	None
K18736	SWI5-dependent HO expression protein 2 (SHE2)	None
K18737	SWI5-dependent HO expression protein 3 (SHE3)	None
K18738	heterogeneous nuclear rnp K-like protein 2 (HEK2, KHD1)	None
K18739	protein bicaudal D (BICD)	None
K18740	exonuclease 3'-5' domain-containing protein 1 (EXD1, EGL)	None
K18741	protein nanos 1 (NANOS1, NOS1)	None
